,0,1,2
143,0.0,0.125,0.0
144,99.5,67.75,42.125
145,0.5,31.874999999999996,53.0
146,0.0,0.375,4.875
147,99.25,87.375,84.25
148,0.75,12.125,11.625
149,0.0,0.5,4.125
150,90.5,57.125,49.125
151,9.5,40.25,41.875
152,0.0,2.625,9.0
153,98.0,89.625,44.125
154,2.0,10.125,54.87499999999999
155,0.0,0.25,1.0
156,89.0,82.25,61.25000000000001
157,11.0,17.5,38.0
158,0.0,0.25,0.75
159,99.75,77.125,72.5
160,0.125,22.625,27.500000000000004
161,0.125,0.25,0.0
162,97.875,78.5,50.375
163,2.125,21.0,49.125
164,0.0,0.5,0.5
165,98.0,87.5,75.25
166,2.0,12.5,24.625
167,0.0,0.0,0.125
168,97.625,64.75,65.625
169,2.375,35.0,34.25
170,0.0,0.25,0.125
171,98.875,80.0,25.75
172,1.125,20.0,73.875
173,0.0,0.0,0.375
174,91.75,82.875,56.49999999999999
175,8.0,17.125,43.0
176,0.25,0.0,0.5
177,97.0,73.5,28.749999999999996
178,3.0,25.75,70.375
179,0.0,0.75,0.8750000000000001
180,99.25,67.375,56.125
181,0.625,30.0,43.375
182,0.125,2.625,0.5
183,87.875,74.75,45.5
184,8.375,24.5,50.74999999999999
185,3.75,0.75,3.75
186,96.625,93.25,33.625
187,3.25,6.375,66.375
188,0.125,0.375,0.0
189,91.25,90.5,26.75
190,8.5,9.5,72.75
191,0.25,0.0,0.5
192,100.0,65.125,71.625
193,0.0,34.25,28.249999999999996
194,0.0,0.625,0.125
195,98.125,85.875,52.75
196,1.875,14.124999999999998,47.125
197,0.0,0.0,0.125
198,94.375,63.375,48.875
199,5.25,35.375,50.74999999999999
200,0.375,1.25,0.375
201,96.5,89.25,41.0
202,3.375,9.375,58.75
203,0.125,1.375,0.25
204,90.625,83.0,62.0
205,9.125,13.750000000000002,37.75
206,0.25,3.25,0.25
207,89.75,89.625,26.875
208,10.25,9.625,63.5
209,0.0,0.75,9.625
210,99.0,76.375,52.0
211,0.8750000000000001,23.375,46.875
212,0.125,0.25,1.125
213,90.25,75.375,55.00000000000001
214,9.625,23.875,44.75
215,0.125,0.75,0.25
216,90.75,83.75,51.37500000000001
217,9.25,16.0,48.5
218,0.0,0.25,0.125
219,98.75,73.0,26.0
220,1.25,27.0,72.5
221,0.0,0.0,1.5
222,94.125,71.125,47.75
223,1.625,28.875,45.75
224,4.25,0.0,6.5
225,98.375,75.0,57.375
226,1.625,24.875,40.625
227,0.0,0.125,2.0
228,88.375,76.625,60.62499999999999
229,10.375,17.125,38.875
230,1.25,6.25,0.5
231,98.375,85.25,58.875
232,1.625,14.75,41.0
233,0.0,0.0,0.125
234,91.25,71.5,38.625
235,8.25,28.125,61.0
236,0.5,0.375,0.375
237,97.0,80.625,25.5
238,3.0,19.0,74.375
239,0.0,0.375,0.125
240,95.75,71.125,33.375
241,4.25,28.499999999999996,59.5
242,0.0,0.375,7.124999999999999
243,89.875,77.125,50.875
244,8.875,22.125,49.0
245,1.25,0.75,0.125
246,98.25,80.5,48.25
247,1.7500000000000002,19.5,51.625
248,0.0,0.0,0.125
249,96.5,81.75,47.875
250,3.125,17.75,51.74999999999999
251,0.375,0.5,0.375
252,100.0,78.375,42.5
253,0.0,18.125,53.37499999999999
254,0.0,3.5000000000000004,4.125
255,98.125,69.75,22.25
256,1.875,30.0,75.75
257,0.0,0.25,2.0
258,97.875,68.875,38.5
259,1.875,30.875000000000004,60.62499999999999
260,0.25,0.25,0.8750000000000001
261,98.125,69.25,42.625
262,1.7500000000000002,29.875,56.99999999999999
263,0.125,0.8750000000000001,0.375
264,93.0,82.375,65.625
265,6.875000000000001,16.75,33.75
266,0.125,0.8750000000000001,0.625
267,89.25,62.125,54.0
268,9.875,28.875,46.0
269,0.8750000000000001,9.0,0.0
270,95.125,89.75,39.875
271,3.0,10.25,59.875
272,1.875,0.0,0.25
273,97.125,81.125,63.87500000000001
274,2.625,18.875,35.875
275,0.25,0.0,0.25
276,96.625,95.625,51.125
277,3.375,4.375,48.375
278,0.0,0.0,0.5
279,96.0,68.25,40.5
280,3.875,31.624999999999996,59.375
281,0.125,0.125,0.125
282,98.25,90.375,57.75
283,1.7500000000000002,9.375,42.25
284,0.0,0.25,0.0
285,96.125,87.125,66.0
286,3.875,12.625,33.75
287,0.0,0.25,0.25
288,93.75,70.875,49.375
289,6.25,29.125,50.625
290,0.0,0.0,0.0
291,96.5,81.875,67.5
292,3.5000000000000004,8.5,32.25
293,0.0,9.625,0.25
294,98.375,81.625,49.375
295,0.8750000000000001,16.25,50.625
296,0.75,2.125,0.0
297,98.375,86.75,49.375
298,1.25,13.0,50.24999999999999
299,0.375,0.25,0.375
